,username,date,comments
1303,kdshapiro,April 2005,"""Bumpy roads and sport suspensions are like oil and water, so if a Legacy GT is good in that environment it is testament to its soft suspension..""  My 330 was great in that environment. Does it have a soft suspension?  I haven't test driven the Legacy, but test drove the Forester and Outback. Maybe they aren't up to BMW standards, but for many $$$ less they are darn close."
1304,designman,April 2005,"&#147;My 330 was great in that environment. Does it have a soft suspension?&#148;  Sorry to have to tell you this, your 330 is not great in that environment."
1305,blueguydotcom,April 2005,"Bumpy roads and sport suspensions are like oil and water, so if a Legacy GT is good in that environment it is testament to its soft suspension&#151;ability to absorb shock. I will agree to disagree with you on this and I find that the reviews overrated it considerably.  Totally agree with your last statement."
1306,kdshapiro,April 2005,"Do you live in NJ? Have you driven on our roads?  The Forester/Outback/330 had the same amount of teeth jarring. Which I found perfectly acceptable given the sporty nature of the cars. Conclusion: the suspensions of these vehicles have the same tautness, with the 330 (naturally) being the best tuned."
1307,designman,April 2005,"Doesn&#146;t matter where you drive, the Legacy GT handles like a boat whether it&#146;s the Atlantic or Indian Ocean. Outback has a much tighter suspension. Forget about the Forester, it's not even on the map in the handling category. Leads me to believe that, like the Legacy, you haven't driven it."
1308,kdshapiro,April 2005,"Hmm. You may be right about the Legacy, I don't think I drove it, I drove the Outback, my impression was it was more trucky like. (I've driven so many they all blend in). But, surely the Forester XT will not outhandle a sedan. But for what it is, silky smooth shifter, power galore with the turbo, taut suspension, spacious cross-over, 5.3 to 60, LSD and $$$ less than an X3, it's a perfect vehicle for some. Heck, it'll blow past an FX45. Can you tell I had a blast driving it? The cabin noise from the windup of the turbo is right on the money. Although it clearly does not belong in the entry level segment, as the amenities are not up to others in the segment, it's a lot of bang for the buck.  And finally for those who dwell on such things, it's reliable and it got the IIHS best pick. Comparing it against a 330, no it's not all that, but you know what it's $15K less. And Subaru scrimped in the amenities, not the engine, handling or drivetrain."
1309,jcj1,April 2005,"I need to make a purchasing decision in the next few days. I have narrowed the field down to two: an Infiniti G35 RWD Sedan or a Subaru Legacy GT LTD Wagon. I can get either car for $500 over invoice via the Costco program, and the two cars are within a couple of hundred dollars of each other with the options I want.  For the G35, I opt for RWD because I live in the California where there is no real need for AWD. I'd go with the AT because I feel the G35 accelarate more smoothly with the AT, while the 6MT is a bit notchy and also less practical for my daily commute.  For the Subaru, I opt for the Wagon because I love the oversize sunroof and the wagon is a bit roomier and also looks a bit nice (my personal opinion). Unfortunately the AT does not work well with the 2.5 Turbo in the Subaru, and the 5MT with STi short throw shifter and Momo shift knob is so much fun to drive that it reminds me of a Mazda Miata. So I think I'd go with the MT for the Subaru.  Now the questions:  1) My wife is a bit concerned about the durability of turbo engine as we plan to keep our car for a long time (We kept our last two cars for 10-15 years). Is this a good enough reason to stay away from the Subaru?  2) How is the predicted reliability of Subaru compared to Infiniti? This is our No. 1 priority. So far we only have experience with Honda and Toyota which have been pretty much trouble free. Can I expect the same level of quality and reliability from Subaru or Infiniti/Nissan?  3) Is $500 over invoice a good price for these cars? Is it worth bargaining for a price that is significantly better than Costco's?  Your help is most appreciated. Thanks!"
1310,kdshapiro,April 2005,"Some thoughts:  1. cars with turbos in the long run are probably less problem free than cars without. In 15 years, who can tell what the reliability of a turbo car is? But in 15 years, what will be the reliability of the G35?  2. You can get a lot of reliability information from the annual car buyers issue of consumer reports. You can read the Subaru and Infiniti forums for some insight as to the types of issues people are experiencing.  3. I would starting negotiating under invoice and work my way up, rather than to work my way down.  Good luck"
1311,gordonwd,April 2005,"In 7 years of ownership, the only major out-of-pocket expense on my A4 1.8T was a turbo-related repair that cost me about $600. So take that for what it's worth. But it is one reason why I downgraded the Saab 9-3 as a replacement for the A4: I just didn't want another turbo for long-term ownership (ended up with a 325i). Look under the hood and you'll see a lot of extra plumbing, sensors, controls, etc. that are related to the turbo. And the thought of something in there spinning at 20K RPM for years and years makes me cringe ."
1312,shipo,April 2005,"Back in the 1980s when Chrysler was the largest producer of turbocharged engines in the world, I had not one but two of their cars. Both were running strong at 100,000 miles when I traded them in, and I had no doubt that they would have continued to provide me with excellent service had I decided to keep them. Having said that, within my immediate sphere of family and friends, there were five other Mopar turbos that I was aware of, and each one of them required a turbo replacement within the first 75,000 miles (one needed two turbo replacements). The only difference that I could figure was that while we all followed the standard maintenance plan, I used Mobil-1 while the rest of them used whatever oil their dealership happened to use.  I switched to Mobil-1 from Castrol-GTX when I got my first turbo simply because I'd heard of bearing issues due to the oil being coked when the oil supply was abruptly cut off from the hot/high speed turbine bearings at engine shutdown. I reasoned that the Synthetic oil would be much more capable of resisting coking, and while my sampling of two isn't definitive, it was enough to cause me to use nothing but Mobil-1 in every car I've had since then.  Best Regards, Shipo"
1313,gordonwd,April 2005,"And on my A4 turbo they had a recommended oil-change interval of 5000 miles vs. 7500 miles for the 3.0 V6 model of the same car. Even with that, I heard that there were some issues with engine problems caused by the coking up of the oil if it was not changed on time or a substandard grade was used. I got a letter from Audi regarding this a few months after I had sold the car. Fortunately, I sold it to a friend of mine down the street, so was able to pass on the warning to him."
1314,squirtdad,April 2005,"I havn't seen much input on the small mecedes sedan, the c230 (supercharged, etc)  Does any on have any input on this one, especially compared to bmw 325 and Audi A4  thanks"
